Order_ID,Order_Date,Ship_Date,Delivery_Date,Supplier_Name,Supplier_Location,Warehouse_Location,Product_Category,Product_ID,Quantity,Unit_Price,Total_Cost,Shipping_Cost,Shipping_Mode,Delivery_Status,Delay_Days,Payment_Method,Customer_Type,Region,Returned
ORD-17850,2022/03/31,2022-04-05,,industrial supplies ltd,Mumbai,WH-Gamma,Industrial Tools,PROD-107,77,,0.0,50.12,Air,Cancelled,-1.0,Deb_Card,Corporate,West,No
ORD-47346,03/03/2022,2022-03-05,2022-03-09,ABC Corp,Mumbai,Main_Hub,Electronics,PROD-971,9,468.96,4220.639999999999,61.52,Road,Cancelled,3.0,Net Banking,Wholesale,East,No
ORD-59015,2022/01/12,2022-01-17,2022-01-24,APEX LOGISTICS,"Shanghai, CN",Main_Hub,Industrial Tools,PROD-876,0,341.32,0.0,64.83,Road,Delayed,,Deb_Card,Wholesale,South,
ORD-85454,2022/08/30,2022-08-31,2022-09-03,GlobalTech,,WH-Alpha,Clothing,PROD-670,86,,0.0,68.67,Sea,Cancelled,10.0,Deb_Card,Corporate,East,No
ORD-64827,08/22/2022,2022-08-27,2022-08-31,APEX LOGISTICS,,WH-Beta,Clothing,PROD-296,81,111.68,9046.08,49.76,Road,Cancelled,3.0,Net Banking,Corporate,East,No
ORD-63483,,2022-01-30,,Global Tech Inc,Mumbai,Main_Hub,Industrial Tools,PROD-115,42,300.82,12634.44,34.39,RAIL  ,Delayed,13.0,Credit Card,Corporate,South,Yes
ORD-68176,,2023-02-20,2023-02-26,ABC Corp Inc,Mumbai,WH-Gamma,Clothing,PROD-525,14,110.39,1545.46,27.79,Road,Cancelled,0.0,Credit Card,Wholesale,East,
ORD-39045,07/07/2022,2022-07-11,2022-07-18,Apex Logistics,Mumbai,WH-Beta,Electronics,PROD-313,92,43.59,4010.28,41.47,Air,Delayed,14.0,Cash,Wholesale,South,No
ORD-80305,25-03-2022,2022-03-30,2022-04-03,ApexLogistics,"Shanghai, CN",WH-Beta,Industrial Tools,PROD-841,66,76.94,5078.04,37.63,Sea,D3l@y3d,3.0,Cash,Retail,South,Yes
ORD-46042,2023/05/30,2023-05-31,2023-06-08,Industrial Supplies Ltd,Mumbai,Main_Hub,Office Supplies,PROD-383,77,104.09,8365.93,41.87,Rail,C@nc3ll3d,13.0,Deb_Card,Wholesale,East,No
ORD-88231,,2023-08-12,2023-08-29,APEX LOGISTICS,"New York, USA",WH-Alpha,Electronics,PROD-402,72,131.12,9440.64,96.45,Air,Delayed,15.0,Cash,Corporate,North,Yes
ORD-16428,,,2023-05-22,Apex Logistics,,WH-Alpha,Office Supplies,PROD-304,83,135.97,11285.51,42.07,AIR  ,On-Time,14.0,Credit Card,Wholesale,North,No
ORD-58738,2022/01/23,2022-01-24,2022-01-27,ApexLogistics,"New York, USA",WH-Alpha,Clothing,PROD-954,9999,174.6,1745825.4,14.38,RAIL  ,Cancelled,-1.0,Deb_Card,Wholesale,W,No
ORD-59372,,2022-10-01,2022-10-13,abc corp,Mumbai,WH-Beta,Office Supplies,PROD-843,71,38.63,2742.73,13.18,Road,On-Time,13.0,Deb_Card,Retail,East,
ORD-84177,,2022-02-01,2022-02-15,ABC Corp,Mumbai,WH-Gamma,Electronics,PROD-601,95,301.12,28606.4,,Road,On-Time,11.0,Cash,Retail,East,
ORD-41584,16-06-2022,2022-06-21,2022-07-05,apex logistics,"New York, USA",Main_Hub,Electronics,PROD-205,4,106.69,426.76,12.92,SEA  ,On-Time,3.0,Deb_Card,Wholesale,North,
ORD-81256,23-09-2023,2023-09-28,2023-10-11,Industrial Supplies Ltd Inc,,WH-Beta,Electronics,PROD-119,61,421.67,25721.870000000003,,Sea,Delayed,11.0,Credit Card,Corporate,N,No
ORD-25435,05/03/2022,2022-05-05,2022-05-13,ABC Corp Inc,,WH-Gamma,Electronics,PROD-799,41,172.15,7058.150000000001,,SEA  ,Cancelled,0.0,Cash,Wholesale,South,No
ORD-65576,20-04-2023,2023-04-21,2023-05-02,APEX LOGISTICS,"Shanghai, CN",WH-Alpha,Electronics,PROD-786,65,137.87,8961.550000000001,51.64,Road,On-Time,12.0,Cash,Wholesale,East,
ORD-52917,2023/09/18,2023-09-20,,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",Main_Hub,Electronics,PROD-631,20,309.48,6568.6,46.92,SEA  ,On-Time,0.0,Cash,Retail,South,
ORD-16026,08/29/2023,2023-08-31,2023-09-10,IndustrialSuppliesLtd,Mumbai,WH-Gamma,Furniture,PROD-362,48,258.53,12409.439999999999,81.17,Road,Cancelled,0.0,Cash,Wholesale,South,Yes
ORD-11013,18-10-2023,2023-10-23,2023-11-03,Apex Logistics Inc,DE,Main_Hub,Furniture,PROD-271,11,95.39,1049.29,16.19,Air,On-Time,,UPI,Wholesale,North,
ORD-96298,06-04-2023,2023-04-07,2023-04-26,ABC CORP,"London, UK",WH-Alpha,Electronics,PROD-439,56,499.34,27963.039999999997,94.05,Rail,Cancelled,,UPI,Wholesale,South,Yes
ORD-27790,03/26/2023,,2023-04-14,Global Tech Inc,Mumbai,WH-Gamma,Furniture,PROD-555,69,138.2,9535.8,19.16,Road,Delayed,8.0,Credit Card,Wholesale,East,
ORD-95394,2022/06/16,2022-06-19,2022-06-26,GLOBAL TECH,"Shanghai, CN",WH-Beta,Electronics,PROD-996,11,68.35,751.8499999999999,,Rail,On-Time,-2.0,Cash,Wholesale,South,Yes
ORD-13826,02/25/2022,2022-02-26,2022-03-17,ABC Corp,"New York, USA",WH-Beta,Clothing,PROD-844,3,126.19,378.57,88.21,Rail,D3l@y3d,0.0,Cash,Corporate,South,Yes
ORD-77499,,2022-04-26,2022-05-10,abc corp,"London, UK",WH-Alpha,Office Supplies,PROD-454,2,254.43,508.86,,RAIL  ,Cancelled,6.0,Net Banking,Wholesale,West,
ORD-90031,2023/10/19,2023-10-22,2023-11-07,Global Tech,DE,WH-Beta,Office Supplies,PROD-376,90,134.97,12147.3,6.93,Air,Cancelled,3.0,Deb_Card,Corporate,North,
ORD-27133,17-08-2023,2023-08-20,2023-08-24,GLOBAL TECH,Mumbai,Main_Hub,Electronics,PROD-289,85,26.71,2270.35,50.91,Sea,Delayed,,Net Banking,Retail,South,
ORD-11581,01-11-2023,2023-11-05,2023-11-07,ABC Corp,DE,WH-Alpha,Clothing,PROD-930,53,193.82,10272.46,9.11,Sea,On-Time,2.0,Cash,Wholesale,North,Yes
ORD-10425,03-05-2023,2023-05-07,2023-05-07,Global Tech,DE,WH-Beta,Electronics,PROD-334,59,55.88,3296.92,28.09,Air,Delayed,,Deb_Card,Wholesale,West,No
ORD-57303,02-04-2023,2023-04-07,,industrial supplies ltd,DE,WH-Alpha,Electronics,PROD-571,95,346.87,32952.65,,Rail,Cancelled,,Credit Card,Wholesale,East,
ORD-50425,18-10-2023,2023-10-23,2023-11-03,abc corp,Mumbai,WH-Alpha,Electronics,PROD-344,33,40.05,1721.6499999999999,50.92,Rail,Delayed,7.0,Cash,Corporate,West,
ORD-60793,07/18/2023,2023-07-21,2023-07-31,GLOBAL TECH,FRANCE,WH-Gamma,Furniture,PROD-445,59,154.87,9137.33,32.12,Road,On-Time,1.0,Net Banking,Wholesale,East,Yes
ORD-60905,31-01-2022,2022-02-05,2022-02-08,Apex Logistics Inc,"New York, USA",WH-Gamma,Office Supplies,PROD-315,59,319.66,18859.940000000002,15.76,Sea,Delayed,4.0,UPI,Retail,East,No
ORD-80701,,2023-10-23,2023-11-04,ApexLogistics,,Main_Hub,Furniture,PROD-804,7,198.25,1580.75,13.71,AIR  ,On-Time,,Cash,Corporate,West,
ORD-19120,30-08-2023,2023-09-03,2023-09-07,Apex Logistics,Mumbai,WH-Gamma,Electronics,PROD-364,54,145.75,7870.5,91.05,AIR  ,Delayed,13.0,Net Banking,Corporate,East,
ORD-51795,,2023-04-27,,ABC CORP,FRANCE,WH-Alpha,Clothing,PROD-679,78,12.46,971.8800000000001,58.15,Road,On-Time,9.0,UPI,Retail,W,No
ORD-41891,17-05-2022,2022-05-18,2022-05-25,ABC CORP,,Main_Hub,Office Supplies,PROD-973,32,323.27,10344.64,15.51,Sea,Delayed,-2.0,Deb_Card,Retail,West,Yes
ORD-76132,03/08/2023,2023-03-11,2023-03-21,ABC CORP,"Shanghai, CN",WH-Beta,Electronics,PROD-567,93,55.57,5168.01,14.18,Sea,Delayed,9.0,UPI,Corporate,West,No
ORD-86720,,2023-09-05,2023-09-21,ABC Corp,"New York, USA",WH-Gamma,Office Supplies,PROD-228,95,390.39,37087.049999999996,94.16,ROAD  ,Delayed,7.0,Cash,Corporate,West,
ORD-94040,,2023-11-29,2023-12-10,INDUSTRIAL SUPPLIES LTD,Mumbai,WH-Alpha,Furniture,PROD-418,87,489.53,42589.11,83.61,Air,On-Time,,UPI,Corporate,South,No
ORD-49608,11/09/2023,2023-11-12,2023-11-12,Apex Logistics Inc,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-634,78,275.09,21457.019999999997,90.61,Rail,Cancelled,-2.0,Net Banking,Corporate,West,
ORD-80747,23-08-2023,2023-08-25,2023-09-02,GlobalTech,FRANCE,WH-Beta,Industrial Tools,PROD-529,18,46.47,836.46,95.4,Air,Cancelled,11.0,Net Banking,Wholesale,West,Yes
ORD-83259,01/10/2022,2022-01-14,2022-01-14,APEX LOGISTICS,DE,Main_Hub,Furniture,PROD-632,14,55.26,773.64,21.01,Rail,On-Time,15.0,Deb_Card,Wholesale,South,No
ORD-87276,,2022-09-15,2022-09-25,GLOBAL TECH,"Shanghai, CN",Main_Hub,Clothing,PROD-733,0,146.54,0.0,16.14,Air,Delayed,8.0,Deb_Card,Retail,East,No
ORD-65296,,2022-09-09,,Industrial Supplies Ltd,DE,WH-Gamma,Clothing,PROD-621,89,485.59,43217.509999999995,79.45,Road,Delayed,,Deb_Card,Corporate,West,No
ORD-58368,12/30/2022,2023-01-04,2023-01-19,ApexLogistics,"New York, USA",WH-Alpha,Furniture,PROD-959,34,441.37,15006.58,35.41,Rail,On-Time,2.0,Credit Card,Retail,West,No
ORD-59319,2023/03/27,2023-03-28,2023-04-11,IndustrialSuppliesLtd,"London, UK",Main_Hub,Industrial Tools,PROD-766,32,55.75,1784.0,67.14,Air,On-Time,,Cash,Retail,North,Yes
ORD-83147,10/06/2022,2022-10-11,2022-10-24,ABC Corp Inc,"London, UK",WH-Beta,Industrial Tools,PROD-765,25,351.1,8777.5,62.93,SEA  ,Cancelled,,Cash,Wholesale,N,Yes
ORD-11238,2022/09/12,2022-09-16,2022-09-21,ABC Corp,DE,WH-Beta,Clothing,PROD-866,60,329.04,19742.4,,Sea,Delayed,3.0,Deb_Card,Retail,North,Yes
ORD-10088,05/11/2022,2022-05-15,2022-05-30,ABC Corp,,WH-Gamma,Clothing,PROD-298,4,296.01,1184.04,30.64,RAIL  ,Delayed,-1.0,Cash,Retail,W,
ORD-81611,2023/02/22,2023-02-27,2023-03-12,IndustrialSuppliesLtd,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-269,96,372.3,35740.8,20.26,SEA  ,Cancelled,8.0,Deb_Card,Corporate,West,No
ORD-27324,11/14/2023,2023-11-17,2023-12-03,ABC CORP,"London, UK",WH-Alpha,Electronics,PROD-265,28,129.83,3757.2400000000002,53.74,ROAD  ,Cancelled,1.0,UPI,Wholesale,North,
ORD-30969,02/01/2023,2023-02-06,,Industrial Supplies Ltd,,WH-Alpha,Office Supplies,PROD-440,28,114.07,3193.96,61.28,Rail,Cancelled,11.0,Cash,Corporate,South,No
ORD-84140,,2023-02-03,2023-02-06,GlobalTech,"Shanghai, CN",Main_Hub,Clothing,PROD-969,37,12.97,479.89000000000004,47.22,Sea,On-Time,12.0,Credit Card,Wholesale,South,No
ORD-34704,2022/07/13,2022-07-18,2022-07-20,ABC Corp Inc,,WH-Alpha,Industrial Tools,PROD-967,53,249.46,13221.380000000001,51.02,Road,Cancelled,2.0,Credit Card,Corporate,West,No
ORD-67125,08/26/2023,2023-08-30,2023-09-10,global tech,,WH-Beta,Office Supplies,PROD-989,42,407.59,17420.78,8.37,RAIL  ,Cancelled,3.0,Credit Card,Retail,North,No
ORD-92960,,2023-07-26,2023-08-09,GlobalTech,"Shanghai, CN",WH-Alpha,Office Supplies,PROD-899,13,326.28,4241.639999999999,40.81,Air,Delayed,-1.0,Credit Card,Wholesale,East,No
ORD-24530,2022/01/13,2022-01-15,,ABC Corp,,WH-Beta,Electronics,PROD-326,30,199.77,5993.1,46.71,Sea,On-Time,13.0,Cash,Retail,East,No
ORD-28367,09/15/2022,,2022-10-04,IndustrialSuppliesLtd,"London, UK",Main_Hub,Clothing,PROD-444,53,463.62,24571.86,52.67,Air,Delayed,-2.0,Credit Card,Wholesale,East,
ORD-39536,14-07-2022,2022-07-15,,apex logistics,Mumbai,WH-Alpha,Office Supplies,PROD-126,9999,324.07,3240375.9299999997,38.08,SEA  ,On-Time,,UPI,Retail,South,Yes
ORD-49469,2022/03/10,2022-03-14,2022-03-17,ABCCorp,"London, UK",Main_Hub,Furniture,PROD-288,2,419.31,838.62,88.56,Road,Cancelled,14.0,Net Banking,Wholesale,West,
ORD-14910,24-09-2023,2023-09-26,2023-10-06,GLOBAL TECH,"New York, USA",WH-Alpha,Furniture,PROD-286,30,12.77,535.0999999999999,72.0,Air,On-Time,8.0,Credit Card,Corporate,South,No
ORD-12490,01-08-2023,2023-08-03,2023-08-19,industrial supplies ltd,DE,WH-Gamma,Industrial Tools,PROD-558,79,62.03,4900.37,91.44,ROAD  ,Delayed,2.0,Cash,Retail,East,
ORD-54801,11/26/2022,2022-11-30,,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",Main_Hub,Clothing,PROD-556,18,91.74,1940.32,,Road,Cancelled,3.0,Cash,Retail,South,No
ORD-52237,,2023-09-02,2023-09-05,Global Tech,"Shanghai, CN",Main_Hub,Office Supplies,PROD-367,9999,10.13,101289.87000000001,92.96,Sea,Cancelled,8.0,Credit Card,Wholesale,East,Yes
ORD-10205,31-10-2022,2022-11-02,,ABC CORP,,WH-Alpha,Industrial Tools,PROD-766,48,355.18,17048.64,13.92,Sea,On-Time,10.0,Cash,Wholesale,South,No
ORD-18907,07/07/2022,2022-07-12,2022-07-23,Industrial Supplies Ltd,Mumbai,Main_Hub,Clothing,PROD-505,8,,0.0,38.27,Sea,On-Time,,UPI,Corporate,East,
ORD-22999,15-03-2023,2023-03-20,2023-04-04,ApexLogistics,Mumbai,Main_Hub,Industrial Tools,PROD-755,71,207.2,14711.199999999999,50.93,Rail,Delayed,,Deb_Card,Wholesale,W,Yes
ORD-82045,2022/02/04,2022-02-05,,Apex Logistics Inc,"London, UK",WH-Beta,Electronics,PROD-693,63,463.88,29224.44,36.55,Sea,Delayed,5.0,Cash,Retail,East,No
ORD-95929,2023/11/06,2023-11-10,2023-11-22,abc corp,"London, UK",Main_Hub,Office Supplies,PROD-107,78,139.35,10869.3,47.07,Rail,Cancelled,2.0,Net Banking,Retail,North,No
ORD-47056,,2022-04-15,2022-04-25,apex logistics,DE,WH-Beta,Electronics,PROD-297,73,24.59,1795.07,12.83,Rail,On-Time,0.0,Cash,Retail,East,
ORD-58418,2022/01/07,2022-01-11,2022-01-15,Apex Logistics,Mumbai,WH-Alpha,Clothing,PROD-335,87,22.98,1999.26,92.98,Sea,Delayed,12.0,Net Banking,Wholesale,East,Yes
ORD-15930,11/22/2022,2022-11-26,2022-12-05,Industrial Supplies Ltd Inc,"New York, USA",Main_Hub,Office Supplies,PROD-630,97,129.95,12605.15,65.3,RAIL  ,On-Time,10.0,Net Banking,Retail,E,No
ORD-27892,19-02-2023,,2023-03-09,Global Tech,"Shanghai, CN",WH-Beta,Industrial Tools,PROD-360,91,227.35,20688.85,7.49,Sea,Cancelled,11.0,Deb_Card,Wholesale,South,Yes
ORD-22198,07/21/2022,,2022-08-04,APEX LOGISTICS,"London, UK",Main_Hub,Electronics,PROD-603,50,442.68,22134.0,53.74,Sea,Delayed,0.0,UPI,Retail,North,
ORD-88697,03/05/2022,2022-03-07,2022-03-12,apex logistics,"Shanghai, CN",WH-Gamma,Office Supplies,PROD-995,88,281.88,24805.44,84.9,ROAD  ,Cancelled,4.0,Credit Card,Wholesale,South,
ORD-49446,08-12-2022,2022-12-10,2022-12-12,ABC CORP,,WH-Beta,Furniture,PROD-213,97,490.3,47559.1,93.29,ROAD  ,Cancelled,4.0,Net Banking,Retail,West,
ORD-99399,2022/07/14,2022-07-17,2022-07-31,ApexLogistics,"New York, USA",Main_Hub,Office Supplies,PROD-324,12,72.27,867.24,92.75,Air,Delayed,,Net Banking,Retail,West,
ORD-39603,21-10-2022,2022-10-22,2022-11-10,Global Tech,Mumbai,WH-Gamma,Electronics,PROD-588,50,375.12,18756.0,91.72,Sea,Delayed,14.0,UPI,Corporate,South,Yes
ORD-78327,03/02/2023,2023-03-03,2023-03-05,GlobalTech,Mumbai,Main_Hub,Office Supplies,PROD-109,0,13.38,0.0,74.52,Sea,Cancelled,,Deb_Card,Retail,East,
ORD-60196,,2023-05-02,,ABCCorp,,WH-Alpha,Furniture,PROD-447,83,236.35,19617.05,42.45,Rail,Cancelled,,Cash,Retail,North,Yes
ORD-26142,28-04-2023,2023-05-01,,ABCCorp,,WH-Alpha,Furniture,PROD-640,68,210.35,14798.8,65.59,Sea,Delayed,6.0,Net Banking,Retail,East,
ORD-61879,09/02/2022,2022-09-03,2022-09-17,Apex Logistics,,WH-Alpha,Office Supplies,PROD-605,90,489.63,44066.7,26.02,Sea,Delayed,6.0,Credit Card,Wholesale,West,
ORD-43550,2022/07/17,,2022-08-06,ABCCorp,"London, UK",WH-Alpha,Furniture,PROD-803,15,,0.0,73.0,AIR  ,Delayed,-1.0,Net Banking,Corporate,South,No
ORD-74634,29-12-2022,2022-12-30,2023-01-04,Apex Logistics Inc,DE,Main_Hub,Industrial Tools,PROD-829,9999,123.89,1238776.11,6.7,RAIL  ,Delayed,13.0,Credit Card,Retail,South,No
ORD-51774,,2022-11-30,2022-12-09,IndustrialSuppliesLtd,"New York, USA",Main_Hub,Clothing,PROD-602,32,20.31,649.92,86.49,Air,Cancelled,10.0,Net Banking,Wholesale,West,No
ORD-39473,12-09-2022,2022-09-10,2022-09-30,abc corp,"Shanghai, CN",Main_Hub,Industrial Tools,PROD-845,68,78.99,5798.32,16.98,Sea,On-Time,,UPI,Corporate,East,No
ORD-70889,03-01-2022,2022-01-04,2022-01-16,industrial supplies ltd,"London, UK",WH-Gamma,Electronics,PROD-443,64,266.26,17040.64,76.32,SEA  ,Delayed,11.0,Net Banking,Wholesale,West,
ORD-29848,16-11-2022,2022-11-18,2022-12-06,ABC Corp Inc,,WH-Alpha,Office Supplies,PROD-243,61,476.46,29517.059999999998,41.86,AIR  ,On-Time,3.0,Cash,Retail,West,
ORD-49529,06/03/2022,,2022-06-12,global tech,Mumbai,WH-Alpha,Industrial Tools,PROD-266,88,82.95,7299.6,52.54,Sea,Delayed,4.0,UPI,Retail,South,Yes
ORD-72957,,2023-08-27,2023-09-09,industrial supplies ltd,"Shanghai, CN",Main_Hub,Office Supplies,PROD-286,100,236.23,23623.0,93.47,Sea,Delayed,4.0,Credit Card,Retail,West,No
ORD-26912,,2023-07-13,2023-08-01,global tech,"London, UK",WH-Alpha,Office Supplies,PROD-907,1,90.79,90.79,13.2,SEA  ,On-Time,,Deb_Card,Wholesale,S,No
ORD-42541,08-07-2023,2023-07-13,2023-07-13,ABC CORP,,WH-Alpha,Industrial Tools,PROD-184,17,210.2,3573.3999999999996,,Air,Delayed,,Credit Card,Corporate,East,Yes
ORD-82132,2023/01/27,2023-01-29,2023-02-06,Global Tech Inc,"New York, USA",WH-Beta,Office Supplies,PROD-969,56,386.29,21632.24,46.45,Sea,On-Time,5.0,Deb_Card,Corporate,East,
ORD-57942,,2022-12-19,2023-01-03,Global Tech Inc,"New York, USA",WH-Beta,Electronics,PROD-799,23,160.62,3694.26,71.36,Rail,Cancelled,12.0,UPI,Corporate,West,Yes
ORD-81612,2022/11/04,2022-11-09,2022-11-20,Industrial Supplies Ltd Inc,FRANCE,WH-Gamma,Furniture,PROD-741,60,410.94,24656.4,,Sea,Delayed,4.0,Net Banking,Corporate,South,
ORD-50760,15-05-2023,2023-05-20,2023-05-19,Industrial Supplies Ltd,"New York, USA",Main_Hub,Industrial Tools,PROD-783,69,344.18,23748.420000000002,54.87,Road,On-Time,15.0,Net Banking,Wholesale,North,No
ORD-33053,09/03/2023,,2023-09-09,INDUSTRIAL SUPPLIES LTD,"Shanghai, CN",Main_Hub,Industrial Tools,PROD-264,89,155.27,13819.03,93.18,Road,Delayed,2.0,UPI,Retail,South,
ORD-34405,06-09-2023,2023-09-09,2023-09-11,ABC Corp,Mumbai,WH-Alpha,Industrial Tools,PROD-840,61,223.69,13645.09,84.64,Road,On-Time,11.0,Cash,Corporate,North,Yes
ORD-43352,04/05/2022,2022-04-09,2022-04-11,GlobalTech,,WH-Alpha,Office Supplies,PROD-146,73,247.97,18101.81,86.18,Air,Cancelled,,Credit Card,Corporate,South,
ORD-25907,2022/12/10,2022-12-13,2022-12-25,Global Tech Inc,DE,Main_Hub,Office Supplies,PROD-134,34,186.88,6353.92,30.52,Air,Cancelled,6.0,Cash,Corporate,West,No
ORD-92242,09/04/2022,2022-09-08,,Global Tech,FRANCE,WH-Alpha,Electronics,PROD-851,77,484.11,37276.47,59.76,Sea,Delayed,,Net Banking,Retail,N,Yes
ORD-85750,04/11/2023,2023-04-16,2023-04-14,apex logistics,"London, UK",WH-Alpha,Industrial Tools,PROD-412,14,498.1,6973.400000000001,36.07,RAIL  ,Cancelled,5.0,Net Banking,Corporate,South,
ORD-74865,,2023-05-06,2023-05-07,ABC Corp,Mumbai,WH-Gamma,Office Supplies,PROD-112,49,190.59,9338.91,68.52,Sea,Cancelled,0.0,UPI,Wholesale,E,No
ORD-99744,06/29/2023,2023-06-30,2023-07-04,ABC Corp Inc,"New York, USA",WH-Beta,Office Supplies,PROD-749,55,305.93,16826.15,94.77,Sea,On-Time,,Deb_Card,Wholesale,West,No
ORD-28569,,2022-10-29,2022-11-03,ABC Corp,FRANCE,Main_Hub,Furniture,PROD-253,85,238.48,20270.8,68.48,Rail,Cancelled,11.0,Deb_Card,Corporate,North,No
ORD-40784,2023/08/14,2023-08-18,2023-08-21,abc corp,Mumbai,WH-Alpha,Industrial Tools,PROD-319,13,390.68,5078.84,16.89,Rail,Delayed,3.0,UPI,Corporate,South,Yes
ORD-35830,02/22/2023,2023-02-27,2023-02-25,GLOBAL TECH,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-777,87,,0.0,40.75,Air,C@nc3ll3d,3.0,Cash,Wholesale,South,No
ORD-63225,01/08/2023,2023-01-12,,Industrial Supplies Ltd Inc,"London, UK",Main_Hub,Electronics,PROD-387,32,392.54,12561.28,93.03,Road,Cancelled,7.0,Cash,Wholesale,East,
ORD-54252,2023/07/02,,2023-07-22,Global Tech Inc,Mumbai,WH-Alpha,Office Supplies,PROD-236,86,411.52,35514.72,87.0,SEA  ,Cancelled,8.0,Credit Card,Retail,East,No
ORD-75673,05-04-2023,2023-04-09,,GLOBAL TECH,"New York, USA",WH-Alpha,Industrial Tools,PROD-148,46,14.75,678.5,,SEA  ,On-Time,,UPI,Wholesale,East,Yes
ORD-80804,,2022-02-25,2022-02-26,IndustrialSuppliesLtd,Mumbai,WH-Alpha,Industrial Tools,PROD-292,0,331.49,0.0,76.83,AIR  ,Delayed,11.0,Credit Card,Retail,West,
ORD-36318,15-01-2023,2023-01-16,2023-01-31,ABC Corp,"London, UK",WH-Alpha,Clothing,PROD-331,36,50.44,1815.84,53.52,Road,On-Time,12.0,Cash,Wholesale,West,Yes
ORD-55457,30-09-2022,2022-10-01,2022-10-04,Industrial Supplies Ltd,"London, UK",WH-Beta,Industrial Tools,PROD-794,25,25.18,629.5,62.44,Rail,Cancelled,1.0,Net Banking,Corporate,East,Yes
ORD-41358,30-08-2023,2023-09-01,2023-09-06,ABC Corp,"Shanghai, CN",WH-Beta,Clothing,PROD-947,70,45.01,3150.7,47.03,Air,Cancelled,1.0,Credit Card,Corporate,East,
ORD-83116,01/09/2023,,2023-01-17,global tech,"London, UK",WH-Beta,Office Supplies,PROD-658,30,103.13,3237.8999999999996,15.65,Air,Delayed,,Deb_Card,Retail,N,
ORD-67377,,2022-07-29,2022-07-30,ApexLogistics,Mumbai,WH-Alpha,Industrial Tools,PROD-590,50,221.4,11368.0,93.24,Sea,On-Time,14.0,Credit Card,Wholesale,East,
ORD-71462,08/12/2023,2023-08-10,2023-09-01,ABC Corp,,WH-Beta,Clothing,PROD-755,61,449.9,27443.899999999998,42.93,RAIL  ,Cancelled,15.0,Deb_Card,Corporate,West,No
ORD-91987,17-03-2023,2023-03-20,2023-04-04,INDUSTRIAL SUPPLIES LTD,,Main_Hub,Office Supplies,PROD-315,0,400.73,0.0,,Rail,Cancelled,13.0,Credit Card,Retail,West,Yes
ORD-97535,2022/10/30,2022-11-04,2022-11-03,Global Tech Inc,DE,WH-Beta,Industrial Tools,PROD-666,-5,442.12,-2210.6,,AIR  ,Cancelled,14.0,Credit Card,Corporate,West,
ORD-59308,2022/11/23,2022-11-26,2022-12-06,abc corp,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-408,54,347.64,18772.559999999998,16.55,Rail,Delayed,1.0,Cash,Corporate,West,
ORD-44761,19-08-2022,2022-08-17,2022-09-08,industrial supplies ltd,FRANCE,WH-Gamma,Clothing,PROD-481,50,283.45,14172.5,62.63,Rail,Delayed,0.0,Credit Card,Wholesale,E,No
ORD-97012,,2023-09-04,2023-09-14,abc corp,DE,WH-Alpha,Office Supplies,PROD-886,40,83.34,3333.6000000000004,44.3,Road,Delayed,,Credit Card,Wholesale,South,Yes
ORD-25495,,2022-12-07,2022-12-19,IndustrialSuppliesLtd,"Shanghai, CN",WH-Alpha,Industrial Tools,PROD-963,45,176.03,7921.35,8.17,Road,Delayed,7.0,Net Banking,Retail,South,Yes
ORD-88116,02-06-2022,2022-06-05,2022-06-17,Apex Logistics Inc,DE,WH-Alpha,Industrial Tools,PROD-315,88,82.19,7232.719999999999,16.95,Rail,Cancelled,8.0,Credit Card,Corporate,North,
ORD-46347,01/13/2022,2022-01-17,2022-01-25,ABC CORP,FRANCE,WH-Alpha,Industrial Tools,PROD-467,30,420.16,12604.800000000001,,Road,C@nc3ll3d,1.0,Credit Card,Corporate,East,
ORD-66207,,,,apex logistics,DE,WH-Alpha,Industrial Tools,PROD-955,34,437.38,14870.92,39.7,Sea,Cancelled,5.0,UPI,Retail,South,No
ORD-42215,04/05/2023,2023-04-09,,Global Tech Inc,"New York, USA",Main_Hub,Furniture,PROD-133,83,430.92,35766.36,8.8,Sea,On-Time,,Cash,Wholesale,South,
ORD-13840,2022/07/21,2022-07-26,2022-07-26,APEX LOGISTICS,DE,WH-Beta,Office Supplies,PROD-912,59,245.4,14478.6,91.93,ROAD  ,Delayed,6.0,Deb_Card,Wholesale,North,Yes
ORD-86484,01/19/2023,2023-01-21,2023-01-24,global tech,DE,WH-Gamma,Electronics,PROD-155,15,169.54,2543.1,67.24,Rail,On-Time,3.0,Net Banking,Retail,North,Yes
ORD-46899,,2023-03-11,2023-03-27,ABC Corp Inc,Mumbai,WH-Alpha,Electronics,PROD-228,81,141.91,11494.71,76.55,Sea,Cancelled,15.0,UPI,Corporate,North,No
ORD-99353,09-08-2023,2023-08-12,,IndustrialSuppliesLtd,Mumbai,WH-Alpha,Industrial Tools,PROD-199,29,367.06,10644.74,57.55,Air,On-Time,12.0,UPI,Corporate,East,No
