order_id,order_date,ship_date,delivery_date,supplier_name,supplier_location,warehouse_location,product_category,product_id,quantity,unit_price,total_cost,shipping_cost,shipping_mode,delivery_status,delay_days,payment_method,customer_type,region,returned,supplier_city,supplier_country,returned_flag,payment_group,customer_segment,is_b2b
ORD-31298,2023-09-23,2023-09-25,2023-10-07,GLOBAL TECH,"London, UK",WH-GAMMA,Industrial Tools,PROD-699,74.0,146.28,10824.72,51.36,Sea,Delayed,12,Net Banking,Wholesale,West,No,London,UK,0,Online,B2B,1
ORD-31542,2022-06-13,2022-06-16,2022-06-19,Global Tech Inc,"Berlin, Germany",MAIN_HUB,Furniture,PROD-697,16.0,312.89,5006.24,41.58,Road,On-Time,3,Card,Wholesale,North,No,Berlin,Germany,0,Online,B2B,1
ORD-15741,2022-01-23,2022-01-24,2022-01-30,ABC Corp Inc,"London, UK",WH-GAMMA,Furniture,PROD-406,99.0,400.5,39649.5,72.0,Road,On-Time,6,COD,Retail,North,Yes,London,UK,1,Offline,B2C,0
ORD-59479,2023-08-06,2023-08-08,2023-08-12,ABC CORP,"Paris, France",WH-BETA,Office Supplies,PROD-835,58.0,258.34,14983.72,74.65,Air,On-Time,4,Card,Retail,S,Yes,Paris,France,1,Online,B2C,0
ORD-88094,2022-07-03,2022-07-08,2022-07-12,Global Tech,"Berlin, Germany",MAIN_HUB,Furniture,PROD-716,0.0,477.05,0.0,30.65,Rail,Delayed,4,COD,Corporate,E,No,Berlin,Germany,0,Offline,B2B,1
ORD-99181,2022-09-21,2022-09-26,2022-10-05,global tech,Mumbai,WH-GAMMA,Industrial Tools,PROD-647,8.0,445.22,3561.76,61.55,Sea,Cancelled,9,COD,Wholesale,West,No,Mumbai,India,0,Offline,B2B,1
ORD-30033,2023-03-24,2023-03-26,2023-04-11,ABC Corp Inc,"Paris, France",WH-BETA,Furniture,PROD-748,54.0,385.74,20829.96,22.78,ROAD  ,Delayed,16,COD,Wholesale,West,No,Paris,France,0,Offline,B2B,1
ORD-22097,2023-04-18,2023-04-22,2023-05-05,ABC Corp,Mumbai,MAIN_HUB,Clothing,PROD-426,68.0,352.31,23957.08,47.26,Road,Delayed,13,Card,Retail,East,Yes,Mumbai,India,1,Online,B2C,0
ORD-80539,2022-05-21,2022-05-22,2022-05-30,ABC CORP,"Berlin, Germany",WH-BETA,Office Supplies,PROD-772,45.0,380.08,17103.6,82.12,Road,Delayed,8,Card,Wholesale,North,Yes,Berlin,Germany,1,Online,B2B,1
ORD-27486,2022-08-24,2022-08-26,2022-08-31,Apex Logistics,"New York, USA",WH-GAMMA,Furniture,PROD-907,39.0,70.26,2740.1400000000003,99.18,Road,Delayed,5,COD,Wholesale,South,No,New York,USA,0,Offline,B2B,1
ORD-42706,2022-09-06,2022-09-08,2022-09-17,Global Tech Inc,"Berlin, Germany",WH-GAMMA,Furniture,PROD-224,39.0,291.89,11383.71,10.13,Rail,Cancelled,9,COD,Corporate,W,No,Berlin,Germany,0,Offline,B2B,1
ORD-79579,2022-11-21,2022-11-25,2022-12-08,GLOBAL TECH,"Shanghai, CN",MAIN_HUB,Office Supplies,PROD-966,65.0,174.43,11337.95,37.98,AIR  ,Delayed,13,COD,Retail,West,Yes,Shanghai,CN,1,Offline,B2C,0
ORD-16175,2022-01-13,2022-01-15,2022-02-01,industrial supplies ltd,"Paris, France",WH-BETA,Industrial Tools,PROD-225,22.0,48.54,1067.88,57.14,RAIL  ,Cancelled,17,Net Banking,Corporate,East,No,Paris,France,0,Online,B2B,1
ORD-90918,2023-03-13,2023-03-15,2023-03-24,ApexLogistics,"New York, USA",WH-BETA,Clothing,PROD-592,5.0,289.63,1448.15,51.36,Sea,Cancelled,9,Card,Retail,E,Yes,New York,USA,1,Online,B2C,0
ORD-65108,2022-05-22,2022-05-24,2022-05-26,Industrial Supplies Ltd Inc,"New York, USA",WH-GAMMA,Industrial Tools,PROD-395,27.0,268.49,7249.23,45.73,Sea,On-Time,2,Card,Corporate,W,No,New York,USA,0,Online,B2B,1
ORD-35048,2023-11-24,2023-11-28,2023-12-14,GLOBAL TECH,"New York, USA",WH-GAMMA,Electronics,PROD-272,31.0,107.14,3321.34,53.3,Sea,On-Time,16,COD,Wholesale,East,No,New York,USA,0,Offline,B2B,1
ORD-70637,2022-07-28,2022-08-01,2022-08-12,Apex Logistics,"Shanghai, CN",WH-GAMMA,Electronics,PROD-499,93.0,49.12,4568.16,23.73,Sea,On-Time,11,COD,Wholesale,West,No,Shanghai,CN,0,Offline,B2B,1
ORD-96742,2022-01-24,2022-01-29,2022-01-29,APEX LOGISTICS,"New York, USA",WH-GAMMA,Office Supplies,PROD-181,44.0,283.68,12481.92,86.32,Rail,Cancelled,0,COD,Retail,South,No,New York,USA,0,Offline,B2C,0
ORD-55332,2022-12-17,2022-12-19,2022-12-21,ApexLogistics,"New York, USA",WH-ALPHA,Furniture,PROD-418,77.0,93.06,7165.62,7.36,Rail,On-Time,2,Card,Retail,N,No,New York,USA,0,Online,B2C,0
ORD-93521,2023-09-14,2023-09-19,2023-09-28,global tech,"London, UK",WH-GAMMA,Clothing,PROD-234,75.0,429.37,32202.75,11.36,Air,Delayed,9,COD,Retail,West,No,London,UK,0,Offline,B2C,0
ORD-59710,2023-07-30,2023-07-31,2023-08-09,Industrial Supplies Ltd,"Paris, France",WH-BETA,Office Supplies,PROD-245,100.0,40.97,4097.0,82.8,Rail,Delayed,9,COD,Wholesale,South,Yes,Paris,France,1,Offline,B2B,1
ORD-71797,2022-07-12,2022-07-13,2022-07-21,GlobalTech,Mumbai,WH-ALPHA,Electronics,PROD-554,23.0,488.39,11232.97,15.91,Sea,Cancelled,8,Card,Wholesale,North,Yes,Mumbai,India,1,Online,B2B,1
ORD-38627,2023-01-19,2023-01-20,2023-01-29,Global Tech,Mumbai,WH-ALPHA,Furniture,PROD-417,42.0,310.98,13061.16,76.86,Rail,Delayed,9,Card,Wholesale,South,Yes,Mumbai,India,1,Online,B2B,1
ORD-56019,2022-12-06,2022-12-11,2022-12-13,apex logistics,"London, UK",WH-ALPHA,Office Supplies,PROD-129,50.0,223.88,11194.0,55.95,Air,On-Time,2,Net Banking,Retail,W,No,London,UK,0,Online,B2C,0
ORD-91205,2023-07-08,2023-07-13,2023-07-15,Global Tech,Mumbai,WH-ALPHA,Furniture,PROD-403,73.0,439.16,32058.68,15.29,RAIL  ,Delayed,2,UPI,Retail,West,No,Mumbai,India,0,Online,B2C,0
ORD-59808,2022-10-20,2022-10-21,2022-10-25,APEX LOGISTICS,"Berlin, Germany",WH-GAMMA,Electronics,PROD-466,66.0,482.49,31844.34,33.15,Road,On-Time,4,COD,Retail,North,No,Berlin,Germany,0,Offline,B2C,0
ORD-45614,2022-07-15,2022-07-19,2022-07-28,ApexLogistics,"New York, USA",WH-ALPHA,Industrial Tools,PROD-271,44.0,218.14,9598.16,52.74,Rail,On-Time,9,UPI,Retail,West,Yes,New York,USA,1,Online,B2C,0
ORD-28830,2022-12-27,2022-12-28,2023-01-06,Industrial Supplies Ltd,"Shanghai, CN",WH-ALPHA,Furniture,PROD-954,6.0,109.76,658.5600000000001,74.37,RAIL  ,Cancelled,9,COD,Corporate,South,No,Shanghai,CN,0,Offline,B2B,1
ORD-44959,2023-02-17,2023-02-21,2023-03-06,ABC Corp Inc,"London, UK",MAIN_HUB,Furniture,PROD-270,11.0,296.66,3263.26,10.65,Rail,On-Time,13,UPI,Wholesale,East,Yes,London,UK,1,Online,B2B,1
ORD-56388,2023-07-17,2023-07-19,2023-07-21,IndustrialSuppliesLtd,"New York, USA",MAIN_HUB,Office Supplies,PROD-636,55.0,36.13,1987.15,18.84,Air,On-Time,2,UPI,Retail,South,Yes,New York,USA,1,Online,B2C,0
ORD-96332,2022-06-10,2022-06-12,2022-06-27,abc corp,Mumbai,WH-GAMMA,Electronics,PROD-796,62.0,191.63,11881.06,66.36,Air,Cancelled,15,UPI,Corporate,West,No,Mumbai,India,0,Online,B2B,1
ORD-73656,2023-07-27,2023-07-28,2023-08-06,Industrial Supplies Ltd Inc,"Berlin, Germany",WH-GAMMA,Office Supplies,PROD-436,54.0,204.1,11021.4,55.95,Air,Cancelled,9,UPI,Retail,East,No,Berlin,Germany,0,Online,B2C,0
ORD-90534,2023-06-15,2023-06-17,2023-06-26,Industrial Supplies Ltd Inc,"Berlin, Germany",WH-GAMMA,Furniture,PROD-972,19.0,388.15,7374.849999999999,64.76,Sea,Cancelled,9,Net Banking,Wholesale,East,Yes,Berlin,Germany,1,Online,B2B,1
ORD-20518,2023-08-07,2023-08-09,2023-08-25,global tech,"Berlin, Germany",WH-BETA,Office Supplies,PROD-962,87.0,117.08,10185.96,7.59,Sea,Cancelled,16,Card,Corporate,North,No,Berlin,Germany,0,Online,B2B,1
ORD-12872,2022-07-26,2022-07-27,2022-07-29,ApexLogistics,"Berlin, Germany",WH-ALPHA,Furniture,PROD-966,50.0,26.54,1327.0,36.13,Rail,Cancelled,2,Card,Corporate,E,Yes,Berlin,Germany,1,Online,B2B,1
ORD-41877,2022-12-07,2022-12-12,2022-12-21,Apex Logistics Inc,"Paris, France",WH-GAMMA,Clothing,PROD-921,36.0,391.07,14078.52,83.67,Rail,Cancelled,9,Card,Retail,South,No,Paris,France,0,Online,B2C,0
ORD-23624,2022-12-26,2022-12-28,2023-01-06,abc corp,"Paris, France",MAIN_HUB,Clothing,PROD-613,64.0,46.45,2972.8,84.23,Sea,Delayed,9,UPI,Wholesale,East,No,Paris,France,0,Online,B2B,1
ORD-24064,2022-09-03,2022-09-08,2022-09-11,industrial supplies ltd,"London, UK",MAIN_HUB,Electronics,PROD-679,20.0,48.61,972.2,7.88,Air,Delayed,3,Card,Wholesale,East,No,London,UK,0,Online,B2B,1
ORD-59060,2023-02-04,2023-02-06,2023-02-06,global tech,Mumbai,MAIN_HUB,Industrial Tools,PROD-758,46.0,292.9,13473.4,7.9,Road,Delayed,0,Card,Corporate,South,Yes,Mumbai,India,1,Online,B2B,1
ORD-84443,2022-03-10,2022-03-14,2022-03-28,ABC CORP,"Berlin, Germany",WH-BETA,Industrial Tools,PROD-895,64.0,420.56,26915.84,52.58,Sea,Cancelled,14,Card,Wholesale,N,No,Berlin,Germany,0,Online,B2B,1
ORD-30012,2023-09-12,2023-09-14,2023-09-21,Apex Logistics Inc,"Berlin, Germany",MAIN_HUB,Office Supplies,PROD-323,98.0,75.91,7439.179999999999,82.96,Rail,Cancelled,7,Net Banking,Corporate,North,No,Berlin,Germany,0,Online,B2B,1
ORD-15383,2022-01-07,2022-01-09,2022-01-24,Apex Logistics,"Berlin, Germany",WH-BETA,Electronics,PROD-765,83.0,442.02,36687.66,12.92,Air,On-Time,15,Net Banking,Retail,W,No,Berlin,Germany,0,Online,B2C,0
ORD-10800,2022-07-06,2022-07-08,2022-07-13,IndustrialSuppliesLtd,"Paris, France",WH-BETA,Industrial Tools,PROD-571,69.0,391.86,27038.34,20.42,Road,On-Time,5,Card,Wholesale,North,No,Paris,France,0,Online,B2B,1
ORD-77251,2022-09-19,2022-09-21,2022-09-23,ApexLogistics,"New York, USA",WH-BETA,Industrial Tools,PROD-130,45.0,401.57,18070.65,33.32,Road,On-Time,2,Card,Wholesale,East,Yes,New York,USA,1,Online,B2B,1
ORD-38721,2022-06-18,2022-06-21,2022-06-28,Industrial Supplies Ltd,"New York, USA",WH-GAMMA,Industrial Tools,PROD-673,19.0,413.73,7860.870000000001,47.55,Rail,Delayed,7,COD,Wholesale,East,Yes,New York,USA,1,Offline,B2B,1
ORD-13278,2022-01-04,2022-01-06,2022-01-23,industrial supplies ltd,"Berlin, Germany",WH-BETA,Electronics,PROD-218,22.0,113.47,2496.34,43.94,Rail,Cancelled,17,Net Banking,Retail,S,Yes,Berlin,Germany,1,Online,B2C,0
ORD-98907,2022-05-09,2022-05-11,2022-05-17,Apex Logistics,"New York, USA",WH-ALPHA,Office Supplies,PROD-150,32.0,176.08,5634.56,67.95,ROAD  ,On-Time,6,Card,Corporate,North,No,New York,USA,0,Online,B2B,1
ORD-17861,2023-05-10,2023-05-12,2023-05-21,ABC Corp Inc,"Paris, France",WH-ALPHA,Industrial Tools,PROD-861,44.0,446.15,19630.6,98.75,ROAD  ,Cancelled,9,Card,Wholesale,West,Yes,Paris,France,1,Online,B2B,1
ORD-91851,2023-05-29,2023-06-02,2023-06-13,Industrial Supplies Ltd,Mumbai,WH-BETA,Electronics,PROD-341,58.0,401.73,23300.34,51.73,RAIL  ,Cancelled,11,COD,Corporate,North,No,Mumbai,India,0,Offline,B2B,1
ORD-25448,2022-07-23,2022-07-27,2022-07-30,global tech,"London, UK",WH-GAMMA,Industrial Tools,PROD-453,27.0,421.0,11367.0,60.03,Road,On-Time,3,Card,Wholesale,South,No,London,UK,0,Online,B2B,1
ORD-43466,2022-03-16,2022-03-19,2022-03-28,Global Tech Inc,"Shanghai, CN",WH-GAMMA,Office Supplies,PROD-563,77.0,31.22,2403.94,51.36,Sea,Delayed,9,Card,Wholesale,North,No,Shanghai,CN,0,Online,B2B,1
ORD-91885,2022-10-30,2022-10-31,2022-11-17,global tech,"New York, USA",WH-BETA,Electronics,PROD-799,95.0,496.95,47210.25,51.36,Sea,Cancelled,17,Card,Corporate,East,No,New York,USA,0,Online,B2B,1
ORD-29126,2023-11-13,2023-11-15,2023-11-26,Global Tech,"Paris, France",WH-GAMMA,Electronics,PROD-382,52.0,123.65,6429.8,92.93,Sea,Cancelled,11,Net Banking,Wholesale,North,No,Paris,France,0,Online,B2B,1
ORD-99143,2022-05-07,2022-05-09,2022-05-19,industrial supplies ltd,"Paris, France",WH-BETA,Industrial Tools,PROD-329,8.0,211.17,1689.36,12.24,Road,On-Time,10,Card,Corporate,E,No,Paris,France,0,Online,B2B,1
ORD-11934,2023-02-13,2023-02-15,2023-03-04,Apex Logistics Inc,"New York, USA",WH-GAMMA,Furniture,PROD-189,5.0,318.32,1591.6,10.99,Rail,Cancelled,17,Card,Retail,S,No,New York,USA,0,Online,B2C,0
ORD-59857,2023-06-21,2023-06-22,2023-07-01,GlobalTech,"London, UK",MAIN_HUB,Office Supplies,PROD-669,14.0,184.07,2576.98,79.68,Air,On-Time,9,Card,Corporate,East,No,London,UK,0,Online,B2B,1
ORD-32613,2023-01-11,2023-01-14,2023-01-26,ABC Corp Inc,Mumbai,WH-BETA,Furniture,PROD-680,20.0,235.82,4716.4,32.09,SEA  ,Delayed,12,UPI,Wholesale,East,Yes,Mumbai,India,1,Online,B2B,1
ORD-49124,2023-11-30,2023-12-02,2023-12-08,IndustrialSuppliesLtd,"Shanghai, CN",MAIN_HUB,Furniture,PROD-219,89.0,383.31,34114.590000000004,6.47,Air,On-Time,6,COD,Wholesale,West,No,Shanghai,CN,0,Offline,B2B,1
ORD-59968,2022-05-11,2022-05-13,2022-05-14,industrial supplies ltd,"New York, USA",MAIN_HUB,Furniture,PROD-137,44.0,285.65,12568.6,74.63,Air,Cancelled,1,Net Banking,Wholesale,East,No,New York,USA,0,Online,B2B,1
ORD-10688,2023-04-15,2023-04-17,2023-04-21,global tech,Mumbai,WH-BETA,Clothing,PROD-130,72.0,115.48,8314.56,83.41,Rail,On-Time,4,Net Banking,Retail,South,No,Mumbai,India,0,Online,B2C,0
ORD-39015,2022-12-08,2022-12-10,2022-12-22,apex logistics,Mumbai,WH-ALPHA,Office Supplies,PROD-418,11.0,240.46,2645.06,86.93,AIR  ,Cancelled,12,Card,Corporate,East,No,Mumbai,India,0,Online,B2B,1
ORD-18330,2022-02-08,2022-02-10,2022-02-15,global tech,"Berlin, Germany",WH-BETA,Electronics,PROD-761,35.0,12.34,431.9,20.58,Rail,Delayed,5,Card,Wholesale,West,No,Berlin,Germany,0,Online,B2B,1
ORD-18163,2023-03-06,2023-03-08,2023-03-17,APEX LOGISTICS,"London, UK",WH-GAMMA,Furniture,PROD-989,4.0,416.7,1666.8,68.7,Rail,Delayed,9,COD,Wholesale,South,No,London,UK,0,Offline,B2B,1
ORD-58571,2023-02-15,2023-02-18,2023-02-28,APEX LOGISTICS,"London, UK",WH-BETA,Furniture,PROD-696,14.0,150.17,2102.38,6.24,SEA  ,Delayed,10,UPI,Retail,East,Yes,London,UK,1,Online,B2C,0
ORD-27133,2023-09-05,2023-09-07,2023-09-17,Industrial Supplies Ltd Inc,Mumbai,WH-GAMMA,Clothing,PROD-283,30.0,387.76,11632.8,83.97,Road,On-Time,10,Card,Wholesale,West,Yes,Mumbai,India,1,Online,B2B,1
ORD-30052,2023-06-04,2023-06-09,2023-06-16,GlobalTech,"Shanghai, CN",WH-GAMMA,Furniture,PROD-361,87.0,334.09,29065.83,29.45,Road,On-Time,7,Card,Wholesale,South,Yes,Shanghai,CN,1,Online,B2B,1
ORD-36144,2023-08-09,2023-08-11,2023-08-27,global tech,"New York, USA",MAIN_HUB,Electronics,PROD-511,22.0,191.38,4210.36,60.35,ROAD  ,Delayed,16,Net Banking,Retail,East,No,New York,USA,0,Online,B2C,0
ORD-13718,2023-02-28,2023-03-02,2023-03-03,Global Tech,"Shanghai, CN",WH-ALPHA,Clothing,PROD-137,1.0,188.73,188.73,51.73,RAIL  ,Cancelled,1,Net Banking,Retail,North,No,Shanghai,CN,0,Online,B2C,0
ORD-70443,2022-08-01,2022-08-03,2022-08-17,Apex Logistics,"Berlin, Germany",WH-ALPHA,Furniture,PROD-954,0.0,52.84,0.0,63.13,Rail,Delayed,14,Card,Retail,West,No,Berlin,Germany,0,Online,B2C,0
ORD-75308,2023-03-10,2023-03-13,2023-03-23,ABC Corp Inc,"Paris, France",WH-BETA,Clothing,PROD-876,80.0,339.47,27157.6,61.69,Sea,Cancelled,10,Net Banking,Wholesale,West,Yes,Paris,France,1,Online,B2B,1
ORD-50508,2022-09-28,2022-09-30,2022-10-02,INDUSTRIAL SUPPLIES LTD,"London, UK",WH-ALPHA,Industrial Tools,PROD-223,93.0,281.31,26161.83,73.03,Rail,On-Time,2,COD,Retail,West,No,London,UK,0,Offline,B2C,0
ORD-53583,2022-02-05,2022-02-07,2022-02-09,IndustrialSuppliesLtd,"New York, USA",WH-ALPHA,Furniture,PROD-982,59.0,111.46,6576.139999999999,90.95,ROAD  ,Delayed,2,Net Banking,Retail,South,Yes,New York,USA,1,Online,B2C,0
ORD-60165,2023-07-27,2023-07-31,2023-08-11,Industrial Supplies Ltd,"London, UK",MAIN_HUB,Industrial Tools,PROD-655,21.0,195.5,4105.5,20.0,ROAD  ,Cancelled,11,Card,Retail,East,No,London,UK,0,Online,B2C,0
ORD-18665,2023-10-30,2023-11-01,2023-11-12,APEX LOGISTICS,Mumbai,WH-GAMMA,Furniture,PROD-741,11.0,77.03,847.33,30.55,Road,On-Time,11,COD,Wholesale,South,No,Mumbai,India,0,Offline,B2B,1
ORD-69469,2023-03-07,2023-03-09,2023-03-12,Apex Logistics,"London, UK",WH-ALPHA,Clothing,PROD-467,7.0,159.97,1119.79,15.94,ROAD  ,Cancelled,3,Net Banking,Retail,E,Yes,London,UK,1,Online,B2C,0
ORD-33647,2022-03-01,2022-03-06,2022-03-11,IndustrialSuppliesLtd,"London, UK",MAIN_HUB,Clothing,PROD-365,30.0,384.48,11534.400000000001,75.5,Sea,Cancelled,5,Card,Corporate,East,No,London,UK,0,Online,B2B,1
ORD-78303,2022-03-10,2022-03-12,2022-03-29,global tech,"Berlin, Germany",WH-BETA,Electronics,PROD-783,32.0,474.24,15175.68,43.93,Road,Delayed,17,Net Banking,Corporate,South,No,Berlin,Germany,0,Online,B2B,1
ORD-70589,2022-02-15,2022-02-17,2022-02-26,ABC Corp,"Berlin, Germany",WH-BETA,Clothing,PROD-770,53.0,269.99,14309.47,31.2,AIR  ,Delayed,9,Card,Wholesale,West,No,Berlin,Germany,0,Online,B2B,1
ORD-52245,2022-03-08,2022-03-10,2022-03-12,Industrial Supplies Ltd Inc,"New York, USA",WH-GAMMA,Electronics,PROD-683,46.0,452.13,20797.98,22.37,Rail,On-Time,2,Net Banking,Corporate,East,No,New York,USA,0,Online,B2B,1
ORD-87993,2023-09-29,2023-10-01,2023-10-09,Global Tech Inc,Mumbai,WH-BETA,Office Supplies,PROD-688,11.0,134.51,1479.61,90.93,Road,Cancelled,8,Card,Corporate,West,No,Mumbai,India,0,Online,B2B,1
ORD-18966,2023-10-13,2023-10-15,2023-10-31,Global Tech,Mumbai,MAIN_HUB,Clothing,PROD-843,0.0,37.07,0.0,89.83,AIR  ,Cancelled,16,Card,Wholesale,North,No,Mumbai,India,0,Online,B2B,1
ORD-79391,2023-10-21,2023-10-23,2023-11-06,IndustrialSuppliesLtd,"Berlin, Germany",WH-BETA,Electronics,PROD-916,94.0,364.95,34305.3,76.52,Sea,On-Time,14,Net Banking,Retail,West,Yes,Berlin,Germany,1,Online,B2C,0
ORD-34881,2023-06-17,2023-06-22,2023-07-04,global tech,Mumbai,WH-GAMMA,Clothing,PROD-755,18.0,360.65,6491.7,51.54,AIR  ,Delayed,12,Net Banking,Wholesale,East,No,Mumbai,India,0,Online,B2B,1
ORD-87831,2022-09-20,2022-09-22,2022-10-01,ABC Corp Inc,"London, UK",WH-BETA,Industrial Tools,PROD-568,6.0,112.3,673.8,43.93,Sea,Cancelled,9,Card,Wholesale,North,No,London,UK,0,Online,B2B,1
ORD-80471,2022-04-01,2022-04-03,2022-04-11,ApexLogistics,"New York, USA",WH-ALPHA,Industrial Tools,PROD-282,81.0,175.85,14243.85,14.74,Sea,Delayed,8,Net Banking,Corporate,South,No,New York,USA,0,Online,B2B,1
ORD-92802,2022-01-11,2022-01-13,2022-01-21,INDUSTRIAL SUPPLIES LTD,"New York, USA",WH-GAMMA,Electronics,PROD-509,87.0,145.74,12679.38,97.97,Sea,On-Time,8,Card,Wholesale,South,No,New York,USA,0,Online,B2B,1
ORD-53279,2022-05-23,2022-05-26,2022-06-04,ABCCorp,"Berlin, Germany",WH-ALPHA,Industrial Tools,PROD-893,30.0,284.09,8522.699999999999,8.66,Air,On-Time,9,COD,Wholesale,East,Yes,Berlin,Germany,1,Offline,B2B,1
ORD-97416,2023-03-09,2023-03-12,2023-03-15,Industrial Supplies Ltd Inc,"Paris, France",WH-GAMMA,Office Supplies,PROD-992,40.0,371.64,14865.6,59.28,Rail,On-Time,3,UPI,Corporate,West,No,Paris,France,0,Online,B2B,1
ORD-78012,2023-02-19,2023-02-21,2023-03-10,Industrial Supplies Ltd,"London, UK",MAIN_HUB,Furniture,PROD-333,85.0,251.92,21413.2,10.88,Sea,Delayed,17,Card,Retail,W,No,London,UK,0,Online,B2C,0
ORD-40735,2023-02-12,2023-02-14,2023-02-22,global tech,"Paris, France",WH-GAMMA,Office Supplies,PROD-202,35.0,129.17,4520.95,91.04,Sea,Cancelled,8,Card,Wholesale,East,Yes,Paris,France,1,Online,B2B,1
ORD-15848,2023-10-18,2023-10-23,2023-11-03,Industrial Supplies Ltd,"Shanghai, CN",WH-BETA,Office Supplies,PROD-442,21.0,102.9,2160.9,6.41,Road,Delayed,11,Net Banking,Wholesale,South,No,Shanghai,CN,0,Online,B2B,1
ORD-71993,2023-03-22,2023-03-24,2023-04-02,Apex Logistics,Mumbai,MAIN_HUB,Furniture,PROD-153,4.0,482.75,1931.0,32.1,Sea,On-Time,9,UPI,Corporate,East,No,Mumbai,India,0,Online,B2B,1
ORD-41722,2022-07-21,2022-07-23,2022-08-01,Global Tech Inc,"New York, USA",MAIN_HUB,Electronics,PROD-624,81.0,70.6,5718.599999999999,84.7,Air,Cancelled,9,Card,Retail,East,No,New York,USA,0,Online,B2C,0
ORD-11846,2022-06-23,2022-06-28,2022-06-30,Industrial Supplies Ltd,Mumbai,WH-ALPHA,Office Supplies,PROD-173,73.0,341.49,24928.77,51.36,Sea,On-Time,2,Card,Wholesale,South,Yes,Mumbai,India,1,Online,B2B,1
ORD-97050,2023-04-20,2023-04-23,2023-04-26,Global Tech Inc,"London, UK",MAIN_HUB,Furniture,PROD-108,76.0,185.24,14078.240000000002,53.54,ROAD  ,Cancelled,3,Card,Corporate,E,No,London,UK,0,Online,B2B,1
ORD-94769,2023-09-06,2023-09-08,2023-09-30,Global Tech,Mumbai,WH-BETA,Clothing,PROD-545,91.0,298.48,27161.68,55.95,Air,On-Time,22,Card,Corporate,North,No,Mumbai,India,0,Online,B2B,1
ORD-22704,2023-01-14,2023-01-17,2023-01-26,Industrial Supplies Ltd Inc,"Paris, France",WH-GAMMA,Industrial Tools,PROD-547,33.0,100.4,3313.2000000000003,90.4,AIR  ,On-Time,9,UPI,Corporate,North,No,Paris,France,0,Online,B2B,1
ORD-23447,2023-03-28,2023-03-31,2023-04-06,APEX LOGISTICS,"Shanghai, CN",WH-BETA,Office Supplies,PROD-552,91.0,461.95,42037.45,99.68,AIR  ,Delayed,6,Card,Corporate,South,Yes,Shanghai,CN,1,Online,B2B,1
ORD-53687,2022-12-17,2022-12-19,2022-12-28,Apex Logistics Inc,"New York, USA",WH-ALPHA,Electronics,PROD-154,24.0,269.14,6459.36,81.58,Rail,Delayed,9,Card,Retail,North,Yes,New York,USA,1,Online,B2C,0
ORD-61996,2022-12-17,2022-12-19,2022-12-21,Industrial Supplies Ltd,Mumbai,WH-ALPHA,Industrial Tools,PROD-374,32.0,87.47,2799.04,95.46,SEA  ,Cancelled,2,Card,Corporate,N,Yes,Mumbai,India,1,Online,B2B,1
ORD-40334,2022-02-14,2022-02-17,2022-02-22,Industrial Supplies Ltd Inc,"Paris, France",WH-GAMMA,Furniture,PROD-792,69.0,44.72,3085.68,52.74,Rail,Delayed,5,Net Banking,Corporate,South,Yes,Paris,France,1,Online,B2B,1
ORD-80798,2023-06-21,2023-06-23,2023-06-24,Industrial Supplies Ltd,Mumbai,WH-GAMMA,Industrial Tools,PROD-892,53.0,348.11,18449.83,12.0,Sea,On-Time,1,COD,Retail,South,Yes,Mumbai,India,1,Offline,B2C,0
ORD-25220,2023-10-04,2023-10-09,2023-10-10,Industrial Supplies Ltd Inc,"Berlin, Germany",WH-BETA,Furniture,PROD-232,46.0,334.64,15393.44,51.04,Air,Cancelled,1,Card,Retail,East,No,Berlin,Germany,0,Online,B2C,0
ORD-59436,2022-04-15,2022-04-16,2022-04-30,INDUSTRIAL SUPPLIES LTD,"Paris, France",WH-GAMMA,Office Supplies,PROD-855,85.0,167.43,14231.55,16.67,Air,Delayed,14,UPI,Retail,South,Yes,Paris,France,1,Online,B2C,0
ORD-48607,2023-10-03,2023-10-04,2023-10-17,GlobalTech,"Berlin, Germany",MAIN_HUB,Industrial Tools,PROD-692,86.0,196.53,16901.58,55.95,Air,Delayed,13,COD,Retail,East,No,Berlin,Germany,0,Offline,B2C,0
ORD-70956,2023-10-12,2023-10-13,2023-10-30,abc corp,"New York, USA",MAIN_HUB,Furniture,PROD-945,55.0,489.99,26949.45,94.7,Road,Cancelled,17,COD,Corporate,East,No,New York,USA,0,Offline,B2B,1
ORD-81058,2023-10-17,2023-10-19,2023-10-28,global tech,"New York, USA",WH-BETA,Office Supplies,PROD-803,73.0,228.57,16685.61,59.19,Air,Cancelled,9,UPI,Retail,East,Yes,New York,USA,1,Online,B2C,0
ORD-38221,2022-09-25,2022-09-29,2022-10-08,ABC Corp,Mumbai,MAIN_HUB,Industrial Tools,PROD-559,0.0,256.56,0.0,97.4,Sea,Delayed,9,Card,Wholesale,North,No,Mumbai,India,0,Online,B2B,1
ORD-98381,2023-08-12,2023-08-14,2023-08-24,ABC Corp,"New York, USA",WH-GAMMA,Clothing,PROD-713,98.0,299.21,29322.58,68.69,Sea,Cancelled,10,Card,Retail,North,Yes,New York,USA,1,Online,B2C,0
